,company,type,rating,reviewers,age,highly_ratedFOR,critically_ratedFOR
9167,BHARAT TECHNO PLAST,Auto Components ,3.8,80 Reviews,32 years old,"Work Life Balance, Promotions / Appraisal, Job Security",
9168,CL MICROMED,Medical Equipment ,3.8,80 Reviews,37 years old,Job Security,"Promotions / Appraisal, Salary & Benefits"
9169,Krishna Ishizaki Auto,Automobile ,4.0,80 Reviews,15 years old,"Work Life Balance, Company Culture",Promotions / Appraisal
9170,Smartchem Technologies,Agro Chemicals ,3.6,80 Reviews,37 years old,"Promotions / Appraisal, Work Satisfaction, Company Culture",
9171,Verinite Technologies,FinTech ,4.1,80 Reviews,13 years old,"Work Life Balance, Company Culture, Skill Development / Learning",
9172,Vertexplus Technologies,IT Services & Consulting ,2.2,80 Reviews,14 years old,"Promotions / Appraisal, Salary & Benefits, Job Security",
9173,Gsp Power Projects,Electronics Manufacturing ,4.1,80 Reviews,29 years old,"Work Life Balance, Salary & Benefits, Skill Development / Learning",
9174,Jai Beverages,Beverage ,3.8,80 Reviews,,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
9175,Gvk Power & Infrastructure,Aviation ,3.9,80 Reviews,19 years old,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
9176,Scott Edil Pharmacia,Pharma ,3.6,80 Reviews,28 years old,"Promotions / Appraisal, Work Satisfaction, Job Security",
9177,Digital Academy 360,Education & Training ,4.5,80 Reviews,9 years old,"Work Life Balance, Company Culture, Job Security",
9178,Yoma Multinational Solutions,Recruitment ,3.9,80 Reviews,12 years old,Work Life Balance,Promotions / Appraisal
9179,Arvind Textile Mills,Fashion & Textile ,4.5,80 Reviews,93 years old,"Work Life Balance, Company Culture, Work Satisfaction",
9180,Simpl,Internet ,3.2,80 Reviews,9 years old,"Job Security, Promotions / Appraisal, Work Satisfaction",
9181,SDP & Associates (Office),Accounting & Auditing ,3.0,80 Reviews,31 years old,"Promotions / Appraisal, Work Life Balance, Job Security",
9182,LambdaTest,Software Product ,4.6,80 Reviews,7 years old,"Salary & Benefits, Company Culture, Skill Development / Learning",
9183,DentalKart,Internet ,4.3,80 Reviews,9 years old,"Job Security, Company Culture, Skill Development / Learning",
9184,Anand Engineering Products,Engineering & Construction ,3.7,80 Reviews,48 years old,Skill Development / Learning,"Job Security, Promotions / Appraisal, Work Life Balance"
9185,IG Infotech India,IT Services & Consulting ,4.0,80 Reviews,20 years old,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
9186,Aloft Hotels,Hospitality ,3.8,80 Reviews,17 years old,Job Security,Promotions / Appraisal
9187,CARS24 Financial Services,,2.9,80 Reviews,,"Promotions / Appraisal, Job Security, Work Life Balance",
9188,Achievers Spot,Education & Training ,4.4,80 Reviews,14 years old,"Skill Development / Learning, Job Security, Salary & Benefits",
9189,HTIC Global,,4.1,80 Reviews,,"Salary & Benefits, Promotions / Appraisal, Company Culture",
9190,CAPLIN STERILES,,3.1,80 Reviews,5 years old,"Job Security, Company Culture, Work Satisfaction",
9191,FINE COMPONENTS AND TOOLS,Industrial Machinery ,3.4,80 Reviews,27 years old,"Promotions / Appraisal, Salary & Benefits, Company Culture",
9192,Punjab State Power Corporation,Power ,3.9,80 Reviews,,"Promotions / Appraisal, Job Security, Company Culture",
9193,Ceipal,Software Product ,3.3,80 Reviews,,"Job Security, Promotions / Appraisal, Work Satisfaction",
9194,Integrace Health,Pharma ,3.4,80 Reviews,6 years old,"Work Life Balance, Job Security, Work Satisfaction",
9195,CoinDCX,Emerging Technologies ,3.7,80 Reviews,7 years old,"Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal"
9196,Nium,,3.1,80 Reviews,,"Job Security, Promotions / Appraisal, Work Satisfaction",
9197,Jolly Containers,Petrochemicals ,4.2,80 Reviews,57 years old,"Skill Development / Learning, Job Security, Work Life Balance",
9198,Andhra Petrochemicals,Chemicals / Agri Inputs ,4.0,80 Reviews,40 years old,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
9199,Eviden,,3.6,80 Reviews,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
9200,Baxter Pharmaceuticals,,4.3,80 Reviews,,"Work Life Balance, Salary & Benefits, Company Culture",
9201,Kich Architectural Products,Architecture & Interior Design ,3.8,80 Reviews,21 years old,"Work Life Balance, Skill Development / Learning",
9202,C & C Constructions,Engineering & Construction ,4.0,79 Reviews,28 years old,"Work Life Balance, Company Culture, Work Satisfaction",
9203,Informatica,Software Product ,3.4,79 Reviews,31 years old,"Job Security, Work Satisfaction, Skill Development / Learning",
9204,Admiral Solutions,IT Services & Consulting ,4.1,79 Reviews,16 years old,"Salary & Benefits, Company Culture, Job Security",
9205,Information Evolution,IT Services & Consulting ,3.6,79 Reviews,17 years old,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
9206,Zee News,Broadcasting ,4.0,79 Reviews,25 years old,"Skill Development / Learning, Work Satisfaction, Work Life Balance",
9207,Besant Technologies,Education & Training ,3.7,79 Reviews,15 years old,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",
9208,JSM Corporation,Hospitality ,3.7,79 Reviews,20 years old,"Salary & Benefits, Promotions / Appraisal, Job Security",
9209,International SOS,Healthcare ,3.8,79 Reviews,24 years old,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",
9210,Pravin Masalewale,Food Processing ,4.2,79 Reviews,62 years old,"Company Culture, Work Life Balance, Skill Development / Learning",
9211,Freshersworld.com,Recruitment ,4.0,79 Reviews,18 years old,"Job Security, Company Culture, Skill Development / Learning",
9212,Herman Miller,Furniture & Furnishing ,4.4,79 Reviews,119 years old,"Work Life Balance, Company Culture, Job Security",
9213,Shiv Nadar University,Education & Training ,4.3,79 Reviews,13 years old,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
9214,Indeed,Internet ,4.0,79 Reviews,20 years old,"Work Life Balance, Salary & Benefits, Company Culture",
9215,SoftNice,IT Services & Consulting ,3.6,79 Reviews,23 years old,"Job Security, Promotions / Appraisal, Skill Development / Learning",
9216,Delta Power Solutions,Electronics Manufacturing ,4.1,79 Reviews,53 years old,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Job Security, Salary & Benefits"
9217,Kingdom of Dreams,Media & Entertainment ,3.5,79 Reviews,14 years old,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",
9218,Viom Networks,Telecom ,4.2,79 Reviews,14 years old,"Job Security, Salary & Benefits",
9219,Cornerstone OnDemand,Software Product ,3.9,79 Reviews,25 years old,"Salary & Benefits, Work Life Balance","Work Satisfaction, Promotions / Appraisal"
9220,RFCL,Agro Chemicals ,3.4,79 Reviews,9 years old,Job Security,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
9221,Renu Electronics,Industrial Automation ,3.8,79 Reviews,33 years old,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
9222,Manikgarh Cement,Building Material ,4.5,79 Reviews,37 years old,"Skill Development / Learning, Company Culture, Work Life Balance",
9223,SeedWorks International,Agriculture ,4.3,79 Reviews,26 years old,"Work Life Balance, Skill Development / Learning, Company Culture",
9224,ECIL RAPISCAN,Electronics Manufacturing ,4.3,79 Reviews,29 years old,"Job Security, Work Life Balance, Company Culture",
9225,Customer Analytics,IT Services & Consulting ,4.2,79 Reviews,31 years old,"Work Life Balance, Job Security, Salary & Benefits",
9226,Snap-on Business Solutions,IT Services & Consulting ,3.7,79 Reviews,28 years old,"Work Life Balance, Job Security","Skill Development / Learning, Salary & Benefits, Promotions / Appraisal"
9227,Vishal Enterprises,Fashion & Textile ,4.0,79 Reviews,40 years old,Promotions / Appraisal,
9228,Fitkids Education and Training,Education & Training ,3.1,79 Reviews,15 years old,"Job Security, Salary & Benefits, Promotions / Appraisal",
9229,Elcomponics Sales,Electronics Manufacturing ,2.8,79 Reviews,36 years old,"Promotions / Appraisal, Company Culture, Skill Development / Learning",
9230,Arkade Group,Real Estate ,4.7,79 Reviews,38 years old,"Company Culture, Work Satisfaction, Job Security",
9231,Sobha Engineering Contracting,Engineering & Construction ,3.9,79 Reviews,21 years old,"Job Security, Skill Development / Learning","Work Life Balance, Promotions / Appraisal, Salary & Benefits"
9232,Amol Pharmaceuticals,Pharma ,4.3,79 Reviews,28 years old,"Work Life Balance, Company Culture, Work Satisfaction",
9233,Brindavan Bottlers,Beverage ,4.1,79 Reviews,39 years old,"Skill Development / Learning, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
9234,Bird Group,Aviation ,3.4,79 Reviews,53 years old,"Promotions / Appraisal, Salary & Benefits, Job Security",
9235,Alacrity Ecommerce Solutions Private Limited,IT Services & Consulting ,3.4,79 Reviews,14 years old,"Promotions / Appraisal, Work Life Balance, Job Security",
9236,Alps Industries,Fashion & Textile ,3.6,79 Reviews,62 years old,"Promotions / Appraisal, Salary & Benefits, Company Culture",
9237,BESIX,Engineering & Construction ,4.4,79 Reviews,115 years old,"Work Satisfaction, Company Culture, Skill Development / Learning",
9238,BYD Electronics,Electronics Manufacturing ,3.3,79 Reviews,29 years old,"Promotions / Appraisal, Company Culture, Salary & Benefits",
9239,Hester Biosciences,Biotechnology ,4.2,79 Reviews,41 years old,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
9240,Elcomponics Sales,Electronics Manufacturing ,2.8,79 Reviews,36 years old,"Promotions / Appraisal, Company Culture, Skill Development / Learning",
9241,Arkade Group,Real Estate ,4.7,79 Reviews,38 years old,"Company Culture, Work Satisfaction, Job Security",
9242,Sobha Engineering Contracting,Engineering & Construction ,3.9,79 Reviews,21 years old,"Job Security, Skill Development / Learning","Work Life Balance, Promotions / Appraisal, Salary & Benefits"
9243,Kyocera Document Solutions India,Printing & Publishing ,3.9,79 Reviews,90 years old,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
9244,Mahindra Powerol,Industrial Machinery ,3.7,79 Reviews,23 years old,Skill Development / Learning,Promotions / Appraisal
9245,Savvysoft Technologies,Recruitment ,4.1,79 Reviews,25 years old,"Job Security, Salary & Benefits, Work Satisfaction",
9246,BYD Electronics,Electronics Manufacturing ,3.3,79 Reviews,29 years old,"Promotions / Appraisal, Company Culture, Salary & Benefits",
9247,Hester Biosciences,Biotechnology ,4.2,79 Reviews,41 years old,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
9248,Mindbody,IT Services & Consulting ,3.4,79 Reviews,23 years old,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning"
9249,Driplex Water Engineering,Waste Management ,4.1,79 Reviews,50 years old,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
9250,Usha Fire Safety Equipments,Industrial Machinery ,3.5,79 Reviews,36 years old,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture"
9251,TUV Rheinland Group,Law Enforcement & Security ,4.0,79 Reviews,152 years old,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
9252,Sac Engine Components,Auto Components ,3.8,79 Reviews,38 years old,Skill Development / Learning,Promotions / Appraisal
9253,Rajasthan Antibiotics,Pharma ,3.8,79 Reviews,33 years old,"Promotions / Appraisal, Salary & Benefits",
9254,Daksh eServices,BPO ,3.7,79 Reviews,,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
9255,Sharadha Terry Products,Fashion & Textile ,3.5,79 Reviews,32 years old,"Salary & Benefits, Promotions / Appraisal, Job Security",
9256,Bangalore Metro Rail Corporation,Urban Transport ,3.9,79 Reviews,13 years old,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Company Culture"
9257,SRIT,IT Services & Consulting ,3.6,79 Reviews,25 years old,"Promotions / Appraisal, Salary & Benefits, Job Security",
9258,Alps Industries,Fashion & Textile ,3.6,79 Reviews,62 years old,"Promotions / Appraisal, Salary & Benefits, Company Culture",
9259,Admiral Solutions,IT Services & Consulting ,4.1,79 Reviews,16 years old,"Salary & Benefits, Company Culture, Job Security",
9260,KW Group,Non-Profit ,3.8,79 Reviews,14 years old,Promotions / Appraisal,
9261,Tiwana Oil Mills,Food Processing ,3.9,79 Reviews,25 years old,"Promotions / Appraisal, Job Security, Work Life Balance",
9262,Usha Fire Safety Equipments,Industrial Machinery ,3.5,79 Reviews,36 years old,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture"
9263,TUV Rheinland Group,Law Enforcement & Security ,4.0,79 Reviews,152 years old,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
9264,Sac Engine Components,Auto Components ,3.8,79 Reviews,38 years old,Skill Development / Learning,Promotions / Appraisal
9265,Mindbody,IT Services & Consulting ,3.4,79 Reviews,23 years old,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning"
9266,Daksh eServices,BPO ,3.7,79 Reviews,,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
9267,Dhanuka Laboratories,Pharma ,4.1,79 Reviews,,"Job Security, Skill Development / Learning, Work Life Balance",
9268,Bharuch Enviro Infrastructure,Real Estate ,4.1,79 Reviews,27 years old,"Job Security, Salary & Benefits, Company Culture",
9269,Pigeon India,Consumer Electronics & Appliances ,4.1,79 Reviews,67 years old,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
9270,VRP Telematics,Retail ,3.7,79 Reviews,19 years old,"Job Security, Promotions / Appraisal, Salary & Benefits",
9271,Tata Steel Mining,Metals & Mining ,3.9,79 Reviews,20 years old,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
9272,RICE GROUP,Education & Training ,3.1,79 Reviews,39 years old,"Promotions / Appraisal, Job Security, Work Life Balance",
9273,Nesto Hypermarket,,3.9,79 Reviews,20 years old,"Company Culture, Promotions / Appraisal, Work Satisfaction",
9274,Redisolve Software,Software Product ,3.3,79 Reviews,44 years old,"Job Security, Promotions / Appraisal, Company Culture",
9275,Spectro Analytical Labs,Clinical Research ,3.1,79 Reviews,29 years old,"Promotions / Appraisal, Company Culture, Work Satisfaction",
9276,Aggreko,Power ,4.4,79 Reviews,62 years old,"Skill Development / Learning, Company Culture, Work Satisfaction",
9277,Sharadha Terry Products,Fashion & Textile ,3.5,79 Reviews,32 years old,"Salary & Benefits, Promotions / Appraisal, Job Security",
9278,Rajasthan Antibiotics,Pharma ,3.8,79 Reviews,33 years old,"Promotions / Appraisal, Salary & Benefits",
9279,Shreeja Mahila Milk Producer Company,Food Processing ,4.3,79 Reviews,,"Company Culture, Skill Development / Learning, Work Life Balance",
9280,ALBANY MOLECULAR RESEARCH INC,Pharma ,4.3,79 Reviews,33 years old,"Work Life Balance, Company Culture, Salary & Benefits",
9281,Ktl,Fashion & Textile ,3.8,79 Reviews,41 years old,"Promotions / Appraisal, Job Security",
9282,MODI HYUNDAI,Automobile ,4.0,79 Reviews,15 years old,"Promotions / Appraisal, Work Satisfaction",
